cell_id,building_id,area_m2_urbis,terrain_elevation_m_p50,confidence,pixel_count_valid,pixel_count_plausible,plausible_fraction_of_valid,height_p50_m,height_p75_m,height_p90_m,negative_below_noise_count,over_250m_count
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1695875,1132,0.0,high,4529,4529,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1806948,37,0.0,high,148,148,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1800781,37,0.0,high,149,149,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1711134,120,0.0,high,476,476,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1709704,83,0.0,high,334,334,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1800770,191,0.0,high,765,765,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1699218,141,0.0,high,563,563,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1629626,247,0.0,high,988,988,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1706430,134,0.0,high,537,537,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1700402,216,0.0,high,867,867,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1735269,85,0.0,high,340,340,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1694665,99,0.0,high,399,399,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1710924,76,0.0,high,303,303,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1703858,129,0.0,high,518,518,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1696961,126,0.0,high,503,503,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1693546,163,0.0,high,648,648,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1736594,88,0.0,high,351,351,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1707379,212,0.0,high,847,847,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1617849,33,0.0,high,131,131,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1696019,65,0.0,high,259,259,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1617864,62,0.0,high,247,247,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1698054,98,0.0,high,393,393,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1696012,64,0.0,high,259,259,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1617868,62,0.0,high,248,248,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1706162,42,0.0,high,170,170,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1630653,694,0.0,high,2773,2773,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1775010,33,0.0,high,132,132,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1629574,516,0.0,high,2063,2063,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1775007,33,0.0,high,133,133,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1775011,33,0.0,high,132,132,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1694752,228,0.0,high,913,913,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1736554,18,0.0,high,72,72,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1775009,93,0.0,high,370,370,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1709819,226,0.0,high,903,903,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1737880,153,0.0,high,609,609,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1703863,423,0.0,high,1694,1694,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1629584,457,0.0,high,1831,1831,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1702863,382,0.0,high,1531,1531,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1695822,110,0.0,high,439,439,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1700375,129,0.0,high,518,518,1.0,0.0,0.0,0.0,0,0
bxl-e149000-n169000-s500,https://databrussels.be/id/building/1694695,102,0.0,high,411,411,1.0,0.0,0.0,0.0,0,0
